Id,tweet,sentiment
13807,@mention great! I really need to go camping with @mention sometime. The weather is finally getting nice.,3
13808,"Ahh, nothing like the smell of freshly mown grass on a sunny afternoon!",3
13809,Weather forecast for the next week looks fabulous! {link},3
13810,Tees down from severe storm in Ashland KY. Golf ball sized hail reported w/ storm near me.,2
13811,Home sweet home in nice 75 degrees! Lol (@ River Run) {link},3
13812,this weather is AMAZING.,3
13813,Weather Alert: Flood Warning issued May 21 at 4:05AM MDT expiring May 23 at 10:15AM MDT by NWS Glasgow {link}... {link},2
13814,Hell yeah @mention!! Got me fucked up. I am not gonna sit out in this hot ass weather for people I have forgotten!,1
13815,This weather is killing my poor battered joints. :(,1
13816,Horrendous wind & sleet out of nowhere just blew our outdoor furniture 50 yds down the hill into the cactus. It's also freezing. #nmwx,1
13817,Blue skies & sunshine but windy too RT: @mention: From Newport @ 11:48:- Dry | 16.3c | 63pc | 1016.0mb | W @ 17.4 mph | 0.6mm,2
13818,"San Antonio, Texas Weather :: 78F OVERCAST from San Antonio, Texas Weather {link}",2
13819,#WEATHER: 12:54 pm : 53.0F. Feels 48F. 29.79% Humidity. 17.3MPH West Wind.,2
13820,77 Degrees @mention right now.  Perfect weather to bring the family out to eat.  We close at 4,3
13821,"@mention yep, I love the route. Today's weather is not so nice for sitting on a bike for that long but well see how it goes!",1
13822,@mention Good luck. Pray for all of us back in Arkansas. Our weather is not going to be as nice as what you are having #tornado,1
13823,"To stay updated on the state-wide flooding, check beartoothnbc.com/weather/floodwatch/ {link}",2
13824,100 degrees in arizona,2
13825,I love this weather,3
13826,"@mention I'm doing good, enjoying the turn to nice weather here in God's country. @mention",3
13827,Enjoying some sunshine FINALLY!,3
13828,@mention jeez am so cold its freezing up here!!,1
13829,UGH!!!! I'm ready to go! Don't know why I'm so sleepy! It's the weather! I was good last week!,1
13830,Sunny days always brighten my mood,3
13831,I got a feeling weather gonna suck on prom,1
13832,"RT @mention: And now... The first sunny day during which I attempt to remind my body that, once upon a time, we could run.",3
13833,#WEATHER:  11:51 am: 64.0F. Feels F. 29.71% Humidity. 5.8MPH South Wind.,2
13834,Soaking in the sunshine!,3
13835,@mention @mention  @mention how are you? i hope you are ok and having a good day weather is crap looks like its going to rain,1
13836,"Going over some guitar stuff w/ Room's! Bout to get out, and enjoy this Beautiful day of Sunshine!",3
13837,Come out and join us for a tour this weekend. The weather should be perfect. Hope to see you there.,3
13838,"#weather Arvada, Colorado Weather :: 55F CLEAR {link}",2
13839,Great weather for planting in the garden!  And cleaning your carpets . . .,3
13840,Great video! RT @mention: long day yesterday. But the weather held up. YouTube vid here: {link} #WilmDE #netDE,3
13841,Stupid bipolar weather.,1
13842,#WEATHER: 10:52 pm : 76.0F. Feels F. 29.74% Humidity. 11.5MPH Southeast Wind.,2
13843,Weather Alert:Severe Thunderstorm Warning extended for South Eastern  New Castle County until 7:15p. Traffic Remains inpacted in this area.,2
13844,Spending all day outside enjoying this beautiful weather :),3
13845,Spent a beautiful afternoon in downtown Burlington with my nieces. Weather could not be more perfect. #fb,3
13846,Possibly a day for a perfect summer storm? I sure hope so,3
13847,@mention lol I'm at work already. Ready for a long day. I wish it was sunny here in the #bean.,1
13848,"The Park today? Not too hot outside today, maybe a little rain? Sounds delightful!!!",3
13849,I'm tired of the rain and clouds...it needs to be sunny again,1
13850,"RT @mention: On the Big Island yesterday visited Mauna Kea's 13,796' summit for the 1st time. Gorgeous day, w/snow still on ground.  ...",3
13851,RT @mention: T-STORM WARNING for SE Rush County until 5pm.,2
13852,Severe Thunderstorm Warning issued May 19 at 5:42PM CDT expiring May 19 at 6:15PM CDT by NWS Norman-Oklahoma City... {link},2
13853,#WEATHER:  3:54 pm : 72.0F. Feels F. 29.95% Humidity. 11.5MPH West Wind.,2
13854,Off to the Oregon Coast today. The weather is suppose to be great.,3
13855,Whew its so damnnn hot outside,1
13856,"It's a bit chilly outside, so Aiden has taken over the Milagros Family Room with a grand indoor fort. Thank... {link}",2
13857,"Alabama tornadoes: Storm victims can apply for FEMA aid by phone,  online or in person {link}",2
13858,I am soooo psyched the weather finally broke I can #finally pull out the skirts whoohoo!!!,3
13859,@mention {chuckles} I don't even know how that got started AND it doesn't snow here all the time just saying,2
13860,Driving at night with good music and nice weather has got to be one of the most relaxing things..,3
13861,Bad run :( Too damn windy,1
13862,"Weather system leaves jet stream, causes colder weather for Manchester {link} #News",2
13863,This san diego weather is crazzzy!!,1
13864,@mention Looks like we should have perfect weather tonight.,3
13865,I need to start carrying a brush with me cause this humidity is catching up to me by 3:30 AM,1
13866,"Our sister station WFAA will have a live report from Joplin, MO in just a few mins, on Sun's deadly tornado.  New storm is headed that way.",2
13867,Me too! lets hope it stays around...  RT @mention: Sunshine?!?!?! *faint*,3
13868,#WEATHER: 7:56 am M: 55.0F. Feels F. 30.12% Humidity. 0.0MPH North Wind.,2
13869,#WEATHER: 2:56 am P: 72.0F. Feels F. 29.56% Humidity. 15.0MPH South Wind.,2
13870,"Sometime while that exam was kicking my ass, it dropped 10 degrees and started raining. Had to walk back in shorts, umbrella-less. :(",1
13871,"BREAKING WEATHER NEWS: The strong and powerful tornado that hit Joplin, Missouri on Sunday has been upgraded to an EF5. The third one ever.",2
13872,"I was hoping to tan today... but nope. It's cold, cloudy, and windy out. Mother Nature hates my guts.",1
13873,#WEATHER:  7:51 am : 64.0F. Feels F. 30.02% Humidity. 3.5MPH East Wind.,2
13874,"Is a beautiful sunny day' feeling great ready to take on Friday"""" My mood today: Grateful""""",3
13875,Why did ppl bring tha uggs bakk out?? Its rainin not cold DUMMY!,2
13876,Supposed to be doing a ghost walk on Friday night. Looks like the weather has other ideas.,1
13877,Loving the sunshine!,3
13878,"05:10-Sky:  overcast|Vis: 6mi -Temp: 55.0F-Hum: 89.0 %-Pres: 29.57""-24Hr Rain: 1.04""-Winds: ENE 3.9 MPH-Windchill: 55.0F #cltwx",2
13879,#WEATHER:  8:56 am : 60.0F. Feels 60F. 29.88% Humidity. 4.6MPH West Wind.,2
13880,Humidity #blows,1
13881,"Drizzle Fog and Windy and 43 F at Mount Washington, NH Winds are from the Southeast at 36.8 gusting to 46.0 MPH (32 gus {link}",2
13882,@mention ok a storm wit 60 mph winds hail flying and chairs and trees flying that ain't no storm I ever seen,2
13883,#WEATHER: 1:51 pm E: 61.0F. Feels F. 29.90% Humidity. 0.0MPH North Wind.,2
13884,On second thought I'll just chill at the pad too hot too do anything stupid like go outside.,1
13885,hope everyone is enjoyin their day. take in one of ohios 17 sunny days;) see you out this weekend!!,3
13886,"One of these days, someday soon, I will be able to enjoy the wonderful weather outside",3
13887,BEAUTIFULLY rainy day today! Reminds me of Boston. Missing home a lot.,3
13888,I'm going to need some extra motivation to workout tonight! Monday + dreary weather is making me lazy! #befocused #eyeontheprize,1
13889,"Outside: 47.0 F, Humidity: 70%, Wind: (20) 7 mph, Press: 29.93"", Rain: 0.00",2
13890,@mention i hope all the raptures are this nice and sunny #rapture,3
13891,@mention yup. I enjoyed 70 degrees,3
13892,"#weather, #tropicalweather: Tropical Cyclone Tracking updated through 0045Z 5 May 11. {link} #tropicalupdate",2
13893,It feels #amazing out here!! soooo beautiful and warm!,3
13894,Great Chicago weather finally bringing out the exotic cars,3
13895,WX ALERT: Special Weather Statement issued May 20 at 6:51PM EDT expiring May 20 at 7:45PM EDT by NWS New York City -... {link},2
13896,"Clear tonight, low 49 (9 C).  Mostly sunny Wednesday, high near 72 (22 C).",2
13897,Saturday weather: Rainy Mother's Day weekend expected - OregonLive.com,2
13898,@mention Yep. My kinda weather.,3
13899,@mention lol true. i like this weather! But the sun should come out and play,3
13900,I'm enjoying the sunshine today :D,3
13901,A rainy day. Excellent. More #amwriting and #amediting work that I can finish without guilt.,3
13902,@mention I think you're looking at the weather forecast for Stockholm. :) Never called for rain yest/today AFAIK,2
13903,Working on 2 BPO's on this rainy morning. #realestate,2
13904,This weather is tricky !,1
13905,Slick hot AF outside,1
13906,I spy storm clouds over the escarpment should be in dt Burlington in just a few minutes...,2
13907,"@mention same here,watchin the bulls game!!! cant go out cuz iss too damn hot",1
13908,Flash Flood Warning extended for Kauai; Hanalei Bridge closed: The National Weather Service in Honolulu has exte... {link},2
13909,Student's success defies all odds: It's her lunch break on a sunny afternoon in Phoenix and instead of chatting ... {link},2
13910,OK these thunderstorms are getting a bit ridiculous,1
13911,This weather is perfect for my cabin!! lets go! haha,3
13912,RT @mention: This Nasty Weather Making Me Sleepy.,1
13913,I love the weather right now :),3
13914,@mention yuh done know... mi soon come... just love di weather..,3
13915,we have storms coming our way...i hope I'm not going to be looking at this weather guy tonight...I want to see Modern Family,1
13916,RT @mention: Severe Weather Possible Again Today: Well yesterday scattered showers and thunderstorms developed around w... {link} ...,2
13917,"currently sitting in my office, watching the storm roll past",2
13918,Its shtupid hot outside.. just sittin around is making me sweat.,1
13919,"Currently, the temperature is 86 degrees under mostly cloudy skies.",2
13920,Event cancelled. Severe Thunderstorm Warning from 5/23/2011 7:19 PM to 7:30 PM EDT for Union Co... Read more at {link},2
13921,83 degrees n Atl @mention:59pm :) I loooove this ...feels like flawda,3
13922,Its hot azz hell outside,1
13923,Humidity and gnats. DISCUSTING,1
13924,"Holy Spiccoli, this is great jogging weather.",3
13925,"Its so freakin hott down here in georgia, im finna freakin melt!! Its 101 degrees ugh!!!",1
13926,When are we gonna have nice weather so I can dress nice :(,1
13927,@mention It's supposed to be 80 DEGREES in Fairbanks this week. I think your blog link convinced me I need to chop my hair off again!,2
13928,Wheels down in NY...the weather is garbage just like I remembered it! S/O to @mention for the cameo appearance last night ;),1
13929,Stuck at work and bad weather is on the way. I hope Batman doesn't blow away.,1
13930,@mention i hope this weather doesn't last & it gets WARMER!!,1
13931,Tomorrow is the Downtown Farmer's Market on 5th St 4-7pm..Weather to be GOOD!  Dale will have COPPER RIVER SOCKEYE... {link},3
13932,Its hot to death outside...,1
13933,Thanks everyone! We'll be back tomorrow with the @mention and hopefully more of this beautiful summer-y weather!,3
13934,i want to drive around and enjoy the weather and my ride,3
13935,If I miss any #gaysharks moments because of this weather I'm gonna be sad.,1
13936,#WEATHER:  5:53 pm : 78.0F. Feels F. 29.86% Humidity. 10.4MPH South Wind.,2
13937,I picked a great day to forget my sweater. It's freezing in here.,1
13938,"The suns out and about, dam it's hot",1
13939,Its mad fuckin hot outside what the fuck,1
13940,"Now that the rain has gone through, it has cooled Nashville off for very nice Patio weather.",3
13941,Tha weather cleared up its nice...,3
13942,There we go - all stations now on air covering tornado in Minneapolis. Must have taken people including weather types by surprise!,2
13943,"It's a nice day for Cinco de Mayo here in St. Louis. What will you be doing? Working, enjoy the weather, or cruising around in the Jeep?",3
13944,@mention Awesome! Might as well keep the car in the shop as long as the weather is nice! :),3
13945,Thunderstorm & open windows. Finally feeling starting to feel cool!,3
13946,simple rainy day here in Erie mabey ill go to my cousins and see whats up,2
13947,#WEATHER: 1:53 am A: 41.0F. Feels F. 29.84% Humidity. 3.5MPH South Wind.,2
13948,It's 71F outside and my apartment is hot. Eesh. *checks* it's 80 in here! I wonder if my downstairs neighbor turned their heat off. #melts,1
13949,The NWS has issued a Severe Thunderstorm Warning for Western Grady County until 7:30 pm tonight. Area from Verden... {link},2
13950,I gotta be honest- I'm enjoying the 60 degree weather we've had here in Nashville the last week!!,3
13951,"After a hiatus over the weekend, sunshine returns with temps near 60!  A warming trend commences today! {link} #wmiwx",3
13952,This weather is effing gross.,1
13953,Is that sunshine we see??? Come on downtown and enjoy Sunday brunch and our new patio umbrellas before it starts raining again:),3
13954,@mention Nice...we've got rain and some hail here...boooo. Enjoy your beautiful weather :P,1
13955,Congratulations to the @mention class of 2011! The weather was beautiful and the ceremony was great!,3
13956,Everyone is complaining bout the weather.I only felt the wrath of the sun when I stepped out of the lecture hall.Imba weather,1
13957,RT @mention: This page from Psalms was found stuck to a tree after tornados hit. Praise You in this Storm.  {link},2
13958,"STORM REPORT: SGF: 5 Nw Barnett [Morgan Co, MO] trained spotter reports HAIL of nickel size (E0.88 INCH)  at 07:05 PM CDT -- along HWY 52",2
13959,86.0F (Feels: 93.4F) - Humidity: 66% - Wind: 8.3mph S - Gust: 19.0mph - Pressure: 1011.5mb (+0.4)  #weather {link},2
13960,BULLETIN - IMMEDIATE BROADCAST REQUESTED SEVERE THUNDERSTORM WARNING NATIONAL WEATHER SERVICE RAPID CITY SD 611 PM MDT MON MAY 9 2011  THE,2
13961,#WEATHER: 6:51 pm E: 62.0F. Feels 60F. 29.94% Humidity. 12.7MPH South Wind.,2
13962,RT @mention: sun was out for a bit :) #sunshine,3
13963,RT @mention: I love this weather.,3
13964,I wish the weather was like this every day of the year! I love it!,3
13965,ANOTHER rainy day...wish I could be at home in my PJs writing but I gotta be a CPA today....at least its Friday! #rainraingoaway,1
13966,"Thunderstorm Light Rain Fog/Mist and 67 F at Calera, Shelby County Airport, AL Winds are from the Northwest at 13.8 gus {link}",2
13967,"Good Morning Folks! Its 50 degrees. Its Friday, finish this week off and celebrate this weekend!",2
13968,Just showered fir the 3rd time today...I can't deal with this humidity and heat!,1
13969,Good morning. Its only 10:15 in Colorado && its warm out ha. Im diggin this,3
13970,Nothing like a good #lightening #storm ...waitin on the #rain,3
13971,This Afternoon - Partly cloudy with isolated thunderstorms. Highs in the lower to mid 70s. Northwest winds 15 to ...  {link},2
13972,I wanna watch a good movie & cuddle. Perfect weather...,3
13973,It's so hot I think I sweated out a lung mowing the yard this afternoon.,1
13974,I am so bored out at the flea market and it is freezing cold. Who would have thought in Alabama in mid May I would be wearing a sweatshirt,1
13975,{link} Teva races to run despite snow,2
13976,"Overcast and 50 F at Butler County Automatic Weather Observing / Report, PA {link}",2
13977,At 09:14 PM TBW has issued a Local Storm Report.  {link},2
13978,This cold weather is getting really old...,1
13979,Seriously misjudged the weather today to clarify a builders van shouted at me hope you get the weather ur expecting I replied so do I,2
13980,"03:59:52 |Temp: 58.0 deg F. | Dew Point 56.0 | Rain today: 0.00 inches | Wind: 0.0 mph from the WSW, Gusting to 0.0 | Heat Index 58.0 |#GAWX",2
13981,RT @mention Okay I'm scared . This storm must be bad if we got early dismissal ..,1
13982,:Bike Ability...the riders on the Denholme course all doing well and much better weather today,3
13983,"Thunderstorm Rain in Vicinity and 54 F at Harrisburg-Raleigh Airport, IL Winds are from the North at 13.8 gusting to 19 {link}",2
13984,Sitting under a shade by one of the fountains on campus. Today weather is really beautiful!,3
13985,NOAA- 35th consecutive April with above normal temps. April 2011 7th warmest on record: {link} #weather #climate #AGW #science,2
13986,Why does this weather suck so much?,1
13987,SPC Severe Thunderstorm Watch 266: WW 266 SEVERE TSTM NE SD WY 092030Z - 100300Z         URGENT - IMMEDIATE... {link},2
13988,"@mention That's how it was for me yesterday. The weather was gorgeous, but I just felt awful.",3
13989,@mention just told us severe weather should be in the Appleton area in about an hour. That is where we are headed.,2
13990,Severe Thunderstorm Warning for Crittenden County in AR until 5:30pm CDT. Tune To Local Media For More Info #ARWX,2
13991,"Long sleeve, cardigan, hoodie , jacket, scarf and gloves yet i'm still FREEZING.",1
13992,Severe thunderstorm warning = panic attack.,1
13993,"@mention weather seems fine where I am, dunno what you talkin about ;)",3
13994,Hurricane Season coming up June 1 - Be prepared! Hurricane and Disaster Information Center: {link}/ via @mention,2
13995,"Current Conditions: Fair, 83 FForecast: Sat - Clear. High: 91 Low: 71 Sun - Mostly Sunny. High: 92 Low: 72Full Forecast at Yahoo! Wea...",2
13996,"Fog and Windy and 46 F at Mount Washington, NH Winds are from the Southwest at 41.4 gusting to 56.4 MPH (36 gusting to  {link}",2
13997,#WEATHER:  12:56 am: 71.0F. Feels F. 29.98% Humidity. 5.8MPH East Wind.,2
13998,what is up with this weather#toocold,1
13999,RT @mention: Finally a sunny day! Starting to actually feel like #summervacation,3
14000,Partly sunny on this Mothers day with an afternoon shower.Cool tonight. A mix of sun and clouds tomorrow near 68. ABC6.com.,2
14001,"#nowwarming Coconut Lemongrass, Matches the 90 degree weather.thinking of a cold drink in my hand & toes in the sand! @mention is the bomb!!",3
14002,PICS: Viewer just shared these pics of storm damage tonight in Wills Point. {link} {link},2
14003,"The weather is too nice today to be sitting in the office. Then again, the expected 115 degree Thanksgiving will be a change.",3
14004,Lovely. Can't finish either job before the bead store opens @ 11:00. Too windy to go see baby duck with @mention. Stupid wind.,1
14005,Ughhhh my sinuses are messing up. Either its goin to rain or just stupid weather. Headache go away now!,1
14006,I see 87 degrees in the forecast for next week. Sounds absolutely amazing.,3
14007,@mention its freezing cold here T__________________T,1
14008,HOLY SHIT THIS WEATHER,1
14009,This miserable looking weather is a mood killer.,1
14010,#WEATHER:  5:53 pm : 38.0F. Feels 33F. 29.76% Humidity. 6.9MPH Southeast Wind.,2
14011,"Current weather at 07:00 ,41.1 deg, 82 pct 9.0 mph, from the WNW",2
14012,"Beautiful day here at South Field. Temperature in the mid-seventies, intermittent breeze from the south. Must be a storm front coming in.",3
14013,"On the Magical Express to Orlando Intl. Boston, here we come! Can't wait for the coooooooool weather!",3
14014,"As weather temps continue to increase to 80-90 degree, increase fescue mowing height to 4 inches tall. No shorter than 3 inches ever.",2
14015,What's Your Opinion? On Deer Hunting in County Parks: Periods of rain with isolated thunderstorms. Rain may be h... {link},2
14016,RT @mention: *Severe Thunderstorm Watch until 8PM {link},2
14017,I really hope tomorrow is sunny. I wanna bring out the short dresses!!!,3
14018,Loving today! #sunshine,3
14019,"Windy, Cloudy Saturday...  @ Kewalo Basin Harbor {link}/",2
14020,"RT @mention: OMG I think I need a blanket out here its cold, or I need a man 2 warm me up #fishing lmao ~&gt; SMH as usual",1
14021,#WEATHER:  3:54 am : 60.0F. Feels 60F. 29.79% Humidity. 5.8MPH Southwest Wind.,2
14022,"Anthem, AZ @mention:00 PM, Temp:88.5&#xB0;F, Wind:1.1 mph NNW, Baro:29.42 inches, Hum: 15, Rain:0.00 in., Hi:93.2&#xB0;F, Lo:55.6&#xB0;F@mention:35 AM",2
14023,#WEATHER:  8:50 am : 61.0F. Feels 60F. 29.95% Humidity. 6.9MPH East Wind.,2
14024,"I've only seen a little of it, but I am totally digging Minneapolis. But then, this is *unseasonably* warm and sunny for this time of year.",3
14025,Severe Thunderstorm Warning for Hart County in GA until 7:00pm EDT. #gawx,2
14026,"Q3: I'm so slow, I just pray they keep the stops open. One race, the stops were closed and it was hot as hell outside. :-) #runchat",1
14027,Hope everyone in Oklahoma stays safe as this storm front moves through.,2
14028,Glad to have some nice weather today! To bad I'm stuck inside at work all day.,3
14029,"Nice weather to b outside walking, sitting,reading,talking,jus 2 be outside enjoying the breeze,call me corny,but i like that type of stuff!",3
14030,Uncontrolably freezing,1
14031,Event cancelled. Severe Thunderstorm Warning from 5/24/2011 7:05 PM to 7:15 PM CDT for Denton C... Read more at {link},2
14032,Mane Im Freezin But I Dont Wanna Put On A Shirt,1
14033,#WEATHER:  7:53 am : 61.0F. Feels 60F. 29.73% Humidity. 10.4MPH East Wind.,2
14034,Severe Thunderstorm & Tornado Watch in effect - Remain Alert,2
14035,"#weather Arvada, Colorado Weather :: 45F RAIN {link}",2
14036,Everyone saying it's hot outside....guess ill go i'n da house,2
14037,I sure wish this storm would have came through last night when I was restless...,1
14038,4 oclock prktice nd its 85 degrees out damn thts #death .. can we get some purple gatorade today @mention,1
14039,"@mention My phone is being entirely uninteresting today, good thing it's retardedly sunny.",3
14040,omg this storm is no joke righ now!!,1
14041,Warm weather #finally &lt;3 makes me so happy!,3
14042,Feeling Gloomy Just Like the weather!!,1
14043,Soo freakin' hot outside.  It's not summer yet!  Geez.,1
14044,#WEATHER:  9:56 pm : 82.0F. Feels F. 29.75% Humidity. 12.7MPH South Wind.,2
14045,I hate the damn hot! weather girl lied saying that it was winter &gt;_&lt;,1
14046,I moved to Denver because I love the sunny weather... This rain needs to stop please and thank you!,1
14047,Loving the #sunshine :),3
14048,perfect weather to go swimming or better yet..the beach,3
14049,"Crud, another bad storm is headed this way and were under another tornado warning.",1
14050,WTF is mother natures problem? It was sunny when I took a nap,1
14051,"Dear thunder storm, please cork it! Yours Truly- me!",1
14052,"2-run dinger by Alexi Ramirez #WhiteSox 2 #Dddgers 0. Weather is heating up, next is the #WhiteSox bats it would seem",2
14053,"Weather is good, life is good, and I feel like a king of creation",3
14054,"The happy, chirping birds this morning confused me. I thought there might be sunshine. Just gloominess. What are you smiling about, birds?",1
14055,#WEATHER:  8:53 pm : 63.0F. Feels 61F. 29.91% Humidity. 19.6MPH North Wind.,2
14056,Back home from work but headin back out to enjoy this weather with my love @mention ! Meetin @mention & @mention a lil later =),3
14057,i hatee driving in #rain!,1
14058,Loving the weather here in The OC today as we get ready for #TunesFromTheTombs this weekend.  {link},3
14059,Wow I cant go to Green Acres tomorrow because of Thunderstorms:/ #FML,1
14060,"#News Weather forecast: Monday to see mix of scattered showers, thunderstorms {link} #FortCollins #CO",2
14061,"Good Morning! Rainy and cold here in Bozeman, MT. Can't wait to feel the sun on my shoulders with a taste of sea air.",1
14062,Use The Online Search Engines Regularly. The New Year has come in with icy weather. Even F...  {link} #regularly,2
14063,Another rainy day in NYC.,2
14064,"@mention I've been just enjoying this warm weather, when I can and not workin; which is often. lol But, I'm great! Thanks! HBU?",3
14065,#ATL 90 DEGREES THIS SATURDAY #BIKINICARWASH at #ROOMSERVICE -&gt; {link} &lt;- 1PM - 8PM Saturday,2
14066,Waking up with the sunshine in your face is Amazing. Until you realize that you slept in too late....,3
14067,#WEATHER:  7:52 am : 74.0F. Feels F. 29.71% Humidity. 19.6MPH South Wind.,2
14068,"Really sick of all the rain, just want dry weather",1
14069,"#US Wet weather delays crop planting in W.Va.: Associated Press - May 12, 2011 8:35 AM ET CH... {link} #News #WestVirginia",2
14070,RT @mention: Damn its hot as cooking grease out here!!!!!,1
14071,Severe storm rolling into Norfolk  {link} #hrva,2
14072,I'm beyond tired....and its gonna storm!!! Smh....imma be homebound tonite,1
14073,#weather Forecast for Tuesday Night {link},2
14074,2 nights of thunder storms in a row equals epic awesome,3
14075,@mention Looking forward to your show tonight in Salt Lake City. The weather is supposed to be great. Hopefully you'll toss me a pick,3
14076,"better today, sunshine makes me smile more! Breakfast now and then a CT scan.. so topping up on coffee!",3
14077,really? thunderstorm right when I get in the shower? not cool #notgonnadie,1
14078,"Slight risk for thunderstorms tomorrow night, I love a good thunderstorm.",3
14079,Metro Birmingham forecast: Sunny and year's first temperatures approaching 90 degrees {link},2
14080,#WEATHER:  4:51 am : 70.0F. Feels F. 29.85% Humidity. 8.1MPH West Wind.,2
14081,@mention this weather is such a fail ahahah,1
14082,"So I has errands to run today but instead I decided to do some shopping, paint my nails, and read in the gorgeous weather. GREAT DAY! : )",3
14083,Sunshine & 70!?? Ok ill take that!,3
14084,The Amazing Race Season finale is on tonight. Not looking forward to possibly breaking in for Severe Weather. #angrypeople,1
14085,#WEATHER: 1:52 pm C: 79.0F. Feels F. 29.77% Humidity. 11.5MPH North Wind.,2
14086,Tornado Watch issued May 12 at 2:34PM CDT expiring May 12 at 10:00PM CDT by NWS Storm Prediction Center {link}... {link},2
14087,Severe Thunderstorm Watch for portions of the area in OH until 1:00am EDT. #ohwx,2
14088,"Tuesday 7:00 PM Joseph Weather Temp. 52, High 54, Low 39, Hum. 72%  Wind 5.9 mph ENE, Gust 12 mph E  Baro. 30.046 .in, Trend Steady #fb",2
14089,Feel like I'm in a different state w/ this nice ass weather.,3
14090,85 and sunny here in BAMA!!RT @mention: day off in beautiful Denver. Thunderstorms and 40 degrees right now.,3
14091,Goin out to enjoy this sunshine before the Real World starts.,3
14092,RT @mention: Indiana has the worst weather patterns ever...How the hell it go frum being hot as hell to cold as hell #shittytweet,1
14093,Just saw a mosquito outside.. I know he just as mad as I am that it's cold and rainy out today kmaooo,1
14094,"Beautiful NW morning. With sun comes extra pep in my step, wider smile, lighter heart :-) We appreciate sunshine in Tacoma.",3
14095,RT @mention: Severe T-Storm Watch for Will & Kankakee County and parts of NW IN (Jasper County south) until ... {link},2
14096,Omg I never layed in the Bed this late.. The weather Fuckn w/ me,1
14097,No flea market.  Stupid weather!  #ihazasad #fb,1
14098,65 amazing degrees :),3
14099,I'm confused... Are we skipping summer? #cold,1
14100,It is hot as hell outside. #needwater,1
14101,@mention Lol.. it's not quite that type of weather in KY.. but its 66 so it feels great!,3
14102,"Beautiful weather! I'm in my bikini, laying in my lounge chair & listening to Pandora :)",3
14103,RT @mention: 84 degrees today niccee,3
14104,Major snow slides keep East entrance closed. Click on link to check out the photo: {link},2
14105,Severe Thunderstorm Warning issued May 25 at 5:06PM CDT expiring May 25 at 5:15PM CDT by NWS Shreveport... {link},2
14106,I just watched the most amazing lightning storm off in the distance. It was beautifully fascinating.,3
14107,"""@mention: How the eff am i to do my exams in a shitass weather like this? Totally cannot focus!""",1
14108,Severe thunderstorm warning issued for northeastern Richland County until 6 a.m.,2
14109,Off out snapping despite this awful weather.,1
14110,This thunderstorm makes me never wanna leave my bed. #wahhh :(,1
14111,Is it cold outside?,2
14112,"Anthem, AZ @mention:30 AM, Temp:68.0&#xB0;F, Wind:0.0 mph NE, Baro:29.46 inches, Hum: 26, Rain:0.00 in., Hi:75.4&#xB0;F, Lo:68.0&#xB0;F@mention:29 AM",2
14113,First two days of summer break and it's about 50 degrees in St. Louis. What happened to global warming? We need warm weather!,1
14114,#WEATHER: 5:53 am C: 52.0F. Feels F. 30.02% Humidity. 0.0MPH North Wind.,2
14115,RT @mention: Flood Watch issued by National Weather Service for Columbia River at #VanWA {link} #beprepared,2
14116,@mention I want sunshine :( I feel like I'm supposed to be going back to bsc tomorrow with this weather and everyone spread out,1
14117,"LE: Fair and Windy and 72 F at Laramie/Gen. Brees, WY Winds are from the West at 27.6 gusting to 39.1 MPH (24 gusting t {link}",2
14118,"The weather is Charleston is perfect, but that doesn't mean it is where you are. Our skewed view. {link}",3
14119,"Napavine, WA @ 5:00 PM | Dry | 53.9 | 0.00 | 67&#x25; | 3.3 WNW | #wdisplay #weather |",2
14120,"@mention No, not really. 53 degrees.",2
14121,"@mention No kidding! This weather is more than depressing.I guess we better be ready for another ""jump"" right to summer!",1
14122,85 degrees! I am loving this weather. Going to the house to change then going to the beachhh (:,3
14123,Dog its like 80 degrees! Wow! Lol,3
14124,@mention weather here sucks,1
14125,@mention good morning...you can have my 90 something weather...I'm sick of it already...lol,1
14126,@mention why didn't you warn me about the weather last night?! I'm a tad #disappointedinyou,1
14127,Ugh! Its so hot outside.,1
14128,"Greensburg PA:Chilly clear, 42.8&#xB0;F, 97&#x25;, 0.0 mph-NNW, 29.905 inches(Steady), Rain 0.000 in. [NO CURRENT ADVISORIES]",2
14129,"KE: Fair and Windy and 41 F at Copper Mountain (12,400 feet), CO Winds are from the South at 36.8 gusting to 42.6 MPH ( {link}",2
14130,"Honestly, I'm sick of this rain and this crappy weather. I thought this was suppose 2 b summer",1
14131,"I am freezing my tits off. I thought it was fucking May, not January.",1
14132,Jiggin on the couch its to hot to be out,1
14133,Why the heck is it this cold out!? #hatethisweather,1
14134,"Wonderful, sunny San Francisco",3
14135,This weather got me ALL kinds of tired. *gets under blanket.,1
14136,"Storm spotter reported hail of egg sized (2.38"" across) in Burnet. WOW! #ThatIsBigHail #txwx #stxwx",2
14137,Severe Thunderstorm Warning for Kit Carson County in CO until 10:30pmMDT/11:30pmCDT. #cowx,2
14138,This weather sucks. I'm going to bed.,1
14139,The storm has passed over Osage Beach and the National Weather Service has allowed the Tornado Warning to expire for Miller County.,2
14140,"70 degrees? Yes, please! Maybe my grass will grow. {link}",3
14141,Picking up panels & acrylics paints. I'm going to have a very hippie day. The weather is so perfect.,3
14142,"Stuck on Orlando Tarmac waiting to get off plane. Pilot says it's overcast, 90 degrees, and humid out there. Sounds sticky. #mashcon",1
